Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-October-2019,314.10,315.00,310.85,312.05,312.265765765765765765,5550,200,1733075.00,3590,64.68,4.15,-2.05
25-October-2019,305.00,314.55,303.60,310.60,311.141557911031798929,46511,894,14471505.00,11842,25.46,10.95,5.60
24-October-2019,302.50,314.60,300.95,304.25,308.245304148638330363,98225,1576,30277395.00,13854,14.10,13.65,1.75
23-October-2019,300.00,301.70,293.00,299.30,298.282108470983128698,45284,1031,13507407.00,11451,25.29,8.70,-0.70
22-October-2019,301.90,305.40,293.35,299.15,300.174853847059285125,50974,1349,15301113.00,11839,23.23,12.05,-2.75
18-October-2019,288.90,301.20,287.50,299.70,295.151148256170191907,81602,1414,24084924.00,15874,19.45,13.70,10.80
17-October-2019,287.90,289.95,283.00,288.60,286.198461538461538461,50700,1127,14510262.00,10835,21.37,6.95,0.70
16-October-2019,286.80,288.60,282.95,285.85,285.920703150060948226,46761,905,13369938.00,12423,26.57,5.65,-0.95
15-October-2019,280.65,287.20,277.40,286.45,283.915856445181235718,66957,1424,19010154.00,15582,23.27,9.80,5.80
14-October-2019,286.40,288.15,276.95,280.30,281.156139812027765833,81395,1403,22884704.00,11438,14.05,11.20,-6.10
11-October-2019,293.50,293.50,280.35,286.35,284.558455365410336431,58318,1099,16594880.00,11527,19.77,13.15,-7.15
10-October-2019,293.00,298.70,288.35,289.70,293.863611370102082287,83658,2111,24584042.00,18276,21.85,10.35,-3.30
9-October-2019,289.90,292.90,281.00,290.40,287.352280313411334809,113844,2438,32713333.00,11624,10.21,11.90,0.50
7-October-2019,303.80,307.70,269.75,286.30,284.942309104877918045,503719,9571,143530855.00,69810,13.86,37.95,-17.50
4-October-2019,319.70,329.00,314.95,315.65,320.609822895745846266,32862,771,10535880.00,6990,21.27,14.05,-4.05
3-October-2019,321.00,324.00,312.60,319.50,320.403448752505356278,28938,759,9271835.00,4550,15.72,11.40,-1.50
1-October-2019,327.30,332.00,316.80,319.30,324.410772427052001612,32249,1133,10461923.00,7958,24.68,15.20,-8.00
30-September-2019,336.00,336.00,319.35,325.30,324.861806790813354951,63527,1887,20637496.00,13331,20.98,16.65,-10.70
27-September-2019,346.00,347.10,331.65,333.30,337.131036885424378347,45926,1168,15483080.00,13636,29.69,15.45,-12.70
26-September-2019,347.00,350.65,345.45,346.20,347.201052350631029092,26227,760,9106042.00,9411,35.88,5.20,-0.80
25-September-2019,348.00,351.00,343.45,345.40,346.313177681044717055,37905,813,13127001.00,12669,33.42,7.55,-2.60
24-September-2019,352.00,356.15,348.25,349.15,351.332147635675358156,30643,829,10765871.00,14588,47.61,7.90,-2.85
23-September-2019,357.50,357.50,348.00,351.85,352.334231723377538207,65302,1524,23008130.00,15887,24.33,9.50,-5.65
20-September-2019,357.25,360.20,347.95,352.15,352.588703447270607098,68605,2043,24189348.00,22801,33.24,12.25,-5.10
19-September-2019,362.65,363.55,356.50,358.40,359.328083109919571045,29840,816,10722350.00,10717,35.91,7.05,-4.25
18-September-2019,367.10,371.25,360.30,362.70,364.463129662741229422,32438,1048,11822455.00,9158,28.23,10.95,-4.40
17-September-2019,372.95,378.50,367.00,370.30,373.846449892420982454,32999,835,12336559.00,16859,51.09,11.50,-2.65
16-September-2019,368.85,381.95,364.80,373.55,375.239653654241267977,122652,1966,46023894.00,13169,10.74,17.15,4.70
13-September-2019,380.00,380.00,365.45,368.85,368.577158289728241816,77017,1881,28386707.00,18712,24.30,14.55,-11.15
12-September-2019,384.75,389.35,380.50,382.40,384.468030690537084398,34017,1140,13078449.00,12355,36.32,8.85,-2.35
11-September-2019,388.85,393.65,382.60,384.70,385.756962399349929821,27074,764,10443984.00,7960,29.40,11.05,-4.15
9-September-2019,391.00,392.55,381.65,384.90,386.097212920508989748,19411,667,7494533.00,3723,19.18,10.90,-6.10
6-September-2019,390.50,393.70,382.80,391.25,389.241150323997215230,18673,636,7268300.00,3786,20.28,10.90,0.75
5-September-2019,385.00,391.50,385.00,390.00,389.342885375494071146,12144,452,4728180.00,2495,20.55,6.50,5.00
4-September-2019,391.00,391.00,372.40,382.35,380.046310979707028625,37205,1275,14139623.00,8027,21.58,18.60,-8.65
3-September-2019,385.50,394.90,382.20,390.95,389.973723557426071547,36116,986,14084291.00,8227,22.78,12.70,5.45
30-August-2019,388.95,391.00,380.00,383.90,385.075547690242265210,81935,1878,31551165.00,13799,16.84,11.00,-5.05
29-August-2019,377.00,385.30,376.20,383.50,382.158197595565094873,75943,1795,29022240.00,18411,24.24,9.10,6.50
28-August-2019,376.40,382.15,371.70,378.30,378.231070070613796849,36820,802,13926468.00,17485,47.49,10.45,1.90
27-August-2019,379.00,383.00,372.80,374.85,377.471098594108428535,44029,1294,16619675.00,8314,18.88,10.20,-4.15
26-August-2019,370.00,380.25,360.00,378.10,371.610107206012378426,36192,1309,13449313.00,10048,27.76,20.25,8.10
23-August-2019,360.00,370.00,353.35,367.80,362.639512178978024887,60432,1512,21915031.00,13003,21.52,16.65,7.80
22-August-2019,364.05,365.60,356.35,359.55,361.352673720331712896,34970,778,12636503.00,12902,36.89,9.25,-4.50
21-August-2019,376.50,377.00,360.95,362.75,371.599959069862628226,39091,1298,14526214.00,14894,38.10,16.05,-13.75
20-August-2019,368.75,375.65,365.10,374.30,372.736296363968572994,65676,1407,24479829.00,16718,25.46,10.55,5.55
19-August-2019,362.00,372.25,360.00,368.15,367.489385893151786580,72121,1829,26503702.00,10666,14.79,12.25,6.15
16-August-2019,382.00,382.00,356.50,361.10,364.136882589389060757,190068,6101,69210769.00,40560,21.34,25.50,-20.90
14-August-2019,404.45,406.05,379.65,383.90,386.171619122276251485,163286,4674,63056419.00,26811,16.42,26.40,-20.55
13-August-2019,426.30,435.00,412.45,417.00,424.242739606603824987,55059,1486,23358381.00,9887,17.96,22.55,-9.30
9-August-2019,430.00,435.35,422.00,426.30,430.962648256328553726,33894,814,14607048.00,6830,20.15,13.35,-3.70
8-August-2019,415.00,429.90,413.70,426.05,421.470686859247450732,36383,1284,15334368.00,10340,28.42,16.20,11.05
7-August-2019,414.65,417.00,410.40,413.90,413.339210058767254339,21951,743,9073209.00,6445,29.36,6.60,-0.75
6-August-2019,410.40,421.00,410.40,415.15,416.508490606594729375,23261,892,9688404.00,7037,30.25,10.60,4.75
5-August-2019,419.00,421.10,409.00,412.40,412.245488372093023255,32250,694,13294917.00,7798,24.18,12.10,-6.60
2-August-2019,420.00,429.40,415.00,424.95,424.571914182223460573,17945,600,7618943.00,5064,28.22,14.40,4.95
1-August-2019,424.80,432.80,418.00,423.00,425.383911551658406404,31476,818,13389384.00,8759,27.83,14.80,-1.80
31-July-2019,411.05,427.30,405.10,426.15,417.365191308800936425,68345,1713,28524824.00,10088,14.76,22.20,15.10
30-July-2019,430.35,437.10,411.10,418.85,427.414394290228554305,73418,2253,31379910.00,20501,27.92,26.00,-11.50
29-July-2019,423.25,425.60,418.25,423.05,422.045773649127783293,28204,1021,11903379.00,10141,35.96,7.35,-0.20
26-July-2019,425.00,433.30,424.70,426.20,428.531893991318254512,87540,1421,37513682.00,55111,62.96,8.60,1.20
25-July-2019,418.00,430.85,415.05,426.05,422.126895953130085711,46085,1146,19453718.00,7304,15.85,15.80,8.05
24-July-2019,423.95,426.00,416.00,417.85,419.972370512245812787,24539,675,10305702.00,5828,23.75,10.00,-6.10
23-July-2019,427.00,431.75,418.60,421.00,425.067788555614569647,35773,921,15205950.00,11179,31.25,13.15,-6.00
22-July-2019,430.00,432.65,420.65,427.60,426.080304631812884516,36897,925,15721085.00,6601,17.89,12.00,-2.40
19-July-2019,440.65,446.55,431.05,433.10,437.438717499221783508,61037,2207,26699947.00,30026,49.19,15.50,-7.55
18-July-2019,445.00,448.20,438.65,440.65,442.365677558185627725,35318,872,15623471.00,7793,22.07,9.55,-4.35
17-July-2019,456.80,457.30,446.00,446.55,449.680446061586146486,29682,759,13347415.00,8135,27.41,11.30,-10.25
16-July-2019,444.75,456.30,444.70,453.15,453.191965934519542027,46029,1129,20859973.00,12182,26.47,11.60,8.40
15-July-2019,450.70,452.75,443.25,445.55,446.428772157371379161,18504,578,8260718.00,5597,30.25,9.50,-5.15
12-July-2019,459.00,459.00,448.55,450.60,452.694455875201077400,53462,1409,24201951.00,12069,22.57,10.45,-8.40
11-July-2019,449.70,458.65,449.40,451.35,454.059021695189327583,66789,1747,30326148.00,13150,19.69,9.25,1.65
10-July-2019,454.90,454.90,441.20,445.50,445.832922041503084688,35660,1164,15898402.00,7831,21.96,13.70,-9.40
9-July-2019,440.80,452.35,436.80,449.25,448.398005747626926761,114830,3291,51489543.00,21745,18.94,15.55,8.45
8-July-2019,429.00,440.00,423.70,436.75,433.901765111330875962,66738,1514,28957736.00,12351,18.51,16.30,7.75
5-July-2019,440.85,443.15,428.85,431.30,437.607142133727642852,49369,1166,21604227.00,14800,29.98,14.30,-9.55
4-July-2019,443.40,445.75,439.00,440.15,441.283596041646520323,31023,1032,13689941.00,11507,37.09,6.75,-3.25
3-July-2019,442.00,446.00,439.25,443.30,443.620827500126503280,59287,1426,26300948.00,12521,21.12,6.75,1.30
2-July-2019,447.00,447.00,438.50,440.95,441.036342433279804236,52308,1212,23069729.00,18112,34.63,8.50,-6.05
1-July-2019,444.00,447.75,438.15,441.25,442.795682324672252586,80321,1705,35565792.00,18604,23.16,9.60,-2.75
28-June-2019,454.00,455.00,440.35,442.80,449.345013712508952434,114494,2212,51447308.00,20149,17.60,14.65,-11.20
27-June-2019,453.50,456.75,446.80,448.35,449.962590388115500024,81316,1781,36589158.00,20306,24.97,9.95,-5.15
26-June-2019,455.75,463.00,451.85,453.30,457.830319056053084541,80174,2043,36706088.00,21932,27.36,11.15,-2.45
25-June-2019,470.05,470.05,451.75,455.75,456.370148442867871466,187749,5087,85683039.00,41072,21.88,18.30,-14.30
24-June-2019,495.00,495.00,457.00,460.60,468.045421159123035560,288632,7138,135092886.00,60475,20.95,38.00,-34.40
21-June-2019,517.70,517.70,497.00,500.20,501.692337794474446270,51108,1294,25640492.00,15174,29.69,20.70,-17.50
20-June-2019,509.55,519.80,506.05,517.70,512.846541344145472416,16278,463,8348116.00,4260,26.17,13.75,8.15
19-June-2019,533.80,533.80,505.30,509.55,514.329580080675585478,34459,1059,17723283.00,9826,28.52,28.50,-24.25
18-June-2019,521.40,537.50,521.40,527.15,530.767244634195928088,34431,986,18274847.00,4507,13.09,16.10,5.75
17-June-2019,525.70,532.05,519.00,520.85,524.938359733222175906,19192,553,10074617.00,7578,39.49,13.05,-4.85
14-June-2019,525.80,532.50,517.60,526.80,526.200572605891954084,74746,1428,39331388.00,41217,55.14,14.90,1.00
13-June-2019,523.50,529.50,519.35,521.90,523.616776750330250990,15140,517,7927558.00,3744,24.73,10.15,-1.60
12-June-2019,534.90,548.00,522.00,523.70,525.853470437017994858,12448,486,6545824.00,3712,29.82,26.00,-11.20
11-June-2019,533.70,534.00,526.00,527.65,528.846411334267476257,12846,353,6793561.00,3461,26.94,8.00,-6.05
10-June-2019,524.55,535.90,524.55,533.00,531.932679025808796801,13755,513,7316734.00,3893,28.30,11.35,8.45
7-June-2019,535.00,535.00,518.75,528.85,526.109192383453709783,30460,853,16025286.00,6905,22.67,16.25,-6.15
6-June-2019,540.20,545.70,535.55,537.30,540.384709646674382190,14689,538,7937711.00,3350,22.81,10.15,-2.90
4-June-2019,546.55,554.00,539.30,540.45,542.461890932558889964,30990,774,16810894.00,7700,24.85,14.70,-6.10
3-June-2019,547.05,548.60,540.00,546.55,545.150304840114470573,16074,476,8762746.00,4616,28.72,8.60,-0.50
31-May-2019,547.25,548.60,537.80,545.65,543.036389522832436506,47761,1093,25935961.00,10382,21.74,10.80,-1.60
30-May-2019,533.00,557.50,533.00,555.35,550.594872659807724742,53361,1392,29380293.00,6538,12.25,24.50,22.35
